id	name	rarity	description	requirements	effects	end
4483	Divine Windfall	-2	Gold found in every well and gems in every garden.	luck 5|land 1	gold 3000|2d6vis All	
4489	Singularity of Power	-2	Extreme magic saturation allowed a celestial to join you.	magic 5|land 1|unique 1	nation -2|com 651|addequip 4	
4490	Oracle's Gamble	-1	An oracle offers prosperity in exchange for wealth.	luck 2|land 1|minpop 50	decscale Misfortune|gold -200|unrest 10	
4495	Broken Idol	-2	A rival idol was shattered, increasing your province's luck.	luck 3|land 1|temple 1	decscale2 Misfortune|incdom -4|unrest 20	
4497	Alchemist's Tithe	-1	A lucky alchemist needs gems to boost provincial fortune.	luck 3|lab 1|magic 3	decscale2 Misfortune|gemloss All	
4499	Hermit's Prophecy	-2	A hermit blessed your reign in exchange for artifacts.	luck 3|land 1|magic 3	decscale2 Misfortune|magicitem -1|magicitem -1	
4506	Lich's Dark Bargain	2	An ancient lich offered services for a feast of souls.	unluck 3|death 3|unique 1	incscale2 Misfortune|nation -2|com 310|kill 10	
4509	Catastrophic Ritual	2	A dangerous ritual permanently shattered the province's fate.	unluck 3|magic 3|lab 1	incscale3 Misfortune|gold 1500|magicitem 3	
4513	Lich's Cursed Pact	1	A Lich offered services for the province's total life force.	unluck 5|magic 3|unique 1	nation -2|com 310|kill 99|incdom -5	
4515	Likho's Dark Favor	-2	Misfortune is so heavy that the Likho has come to share it.	unluck 3|magic 3|unique 1|land 1	nation -2|com 1952|incscale Misfortune	
4521	Gore Tide Prime	2	Arcane saturation summoned the Gore Tide to consume all.	magic 5|unluck 3|land 1	com 2213|kill 40|unrest 200|lab 0	
4525	Scavenger Supreme	2	The Corpse Eater manifested to consume the population.	death 3|unluck 5|land 1	com 997|kill 75|unrest 120|temple 0	
4530	Solar Desiccation	2	Intense Heat caused the fortress to collapse.	heat 5|unluck 3|fort 1	fort 0|kill 5|unrest 20	
4532	Rotting Pillar	2	Necrotic energy dissolved the temple into black sludge.	death 5|unluck 3|temple 1	temple 0|incdom -5|kill 5	
4534	Religious Schism	1	Extreme order and bad luck led to a violent schism.	order 4|unluck 3|temple 1	temple 0|unrest 100|incdom -4	
4544	Great Mana Burn	2	Unlucky feedback drove researchers mad and destroyed the lab.	magic 4|unluck 3|lab 1|researcher 1	researchaff 4194304|lab 0|gemloss All	
4547	Chaos Vortex	1	A tornado of chaotic energy destroyed the fortress.	chaos 3|unluck 3|fort 1	fort 0|unrest 100|kill 5	
4549	Doctrine of the Void	1	In unmagic, unlucky land, the temple was desecrated.	drain 4|unluck 3|temple 1	temple 0|incdom -6|unrest 50	
